id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,type,feature9.1,feature10,value
5308,27.0,14.0,70.0,3.44,10.6,10.2,0.99665,0.08,2.6,new,6.6,0.58,5
5310,205.0,51.0,20.0,3.1,5.1,11.0,0.9954,0.49,8.1,old,8.1,0.52,6
5311,90.0,48.0,81.5,3.38,7.400000000000001,10.8,0.99621,0.01,2.6,new,7.8,0.62,5
5312,105.0,42.0,28.000000000000004,2.99,2.8,12.4,0.9893,0.36,1.1,old,7.4,0.39,7
5313,76.0,25.0,20.0,2.88,3.0,10.5,0.99202,0.33,4.7,old,7.0,0.54,6
5314,116.0,19.0,38.0,3.08,4.3,11.4,0.99444,0.33,9.2,old,7.5,0.42,6
5315,36.0,5.0,49.0,3.33,7.000000000000001,9.4,0.996,0.24,2.2,new,7.2,0.48,5
5316,79.0,33.0,40.0,3.41,8.0,9.5,0.9969,0.3,1.7,new,7.3,0.65,6
5317,98.0,19.0,78.5,3.16,9.4,9.6,0.99713,0.19,5.2,new,7.4,0.52,6
5320,253.0,48.0,28.000000000000004,3.02,4.5,9.1,1.00014,0.27,17.5,old,8.3,0.56,6
5322,78.0,20.0,13.0,3.43,5.0,10.8,0.9918,0.28,1.9,old,,0.64,6
5324,182.0,79.5,15.0,3.24,4.4,10.2,0.99742,0.41,12.9,old,6.8,0.78,6
5328,157.0,26.0,28.000000000000004,3.44,4.1,9.8,0.9957,0.22,7.3,old,6.2,0.64,7
5329,107.0,42.0,25.0,3.34,3.6000000000000005,10.8,0.991,0.3,1.2,old,6.1,0.56,7
5330,143.0,48.0,16.0,3.54,4.4,12.4,0.9912,0.4,1.5,old,6.6,0.52,7
5331,138.0,35.0,18.0,3.36,2.9,11.5,0.99114,0.33,1.4,old,6.5,0.6,7
5332,189.5,56.0,13.0,3.59,3.8,10.6,0.9948,0.28,5.7,old,6.0,0.43,7
5334,143.0,22.0,33.0,3.15,4.2,9.9,0.99425,0.19,5.6,old,6.2,0.63,5
5335,191.0,54.0,23.0,3.04,3.8,9.7,0.9966,0.32,9.2,old,7.5,0.56,6
5336,142.0,23.0,14.000000000000002,2.98,4.9,9.5,0.9958,0.59,1.5,old,9.7,0.62,5
5337,138.0,35.0,32.0,3.37,2.7,12.7,0.98945,0.33,2.1,old,5.9,0.42,6
5338,117.0,16.0,29.0,3.26,3.5000000000000004,12.6,0.98959,0.28,3.2,old,5.9,0.42,6
5342,88.0,45.0,18.0,3.33,7.1,11.8,0.99524,0.51,1.75,new,8.5,0.76,7
5343,71.0,23.0,39.0,3.52,8.2,9.7,0.9982,0.31,2.3,new,7.6,0.65,5
5344,118.0,34.0,23.5,3.07,3.0,9.4,0.9954,0.27,11.75,old,4.9,0.5,6
5345,112.0,20.0,69.0,3.21,11.5,9.3,0.9968,0.49,1.8,new,7.7,0.71,5
5347,96.0,15.0,18.0,3.06,4.0,12.1,0.9912,0.37,1.3,old,8.0,0.61,6
5348,182.0,44.0,24.0,3.42,5.3,9.7,0.99802,0.26,12.6,old,6.7,0.42,5
5349,199.0,50.0,30.0,3.39,3.4000000000000004,11.7,0.99394,0.91,8.2,old,6.3,0.49,6
5350,63.0,35.0,76.5,3.57,6.3,9.9,0.9975,0.02,2.3,new,6.9,0.78,5
5352,127.0,43.0,25.0,3.23,4.1,10.4,0.99524,0.32,12.2,old,5.7,0.53,7
5353,188.0,43.0,34.0,3.13,4.1,9.6,0.9928,0.28,1.8,old,6.5,0.37,6
5354,42.0,15.0,42.0,3.31,8.0,9.0,0.9978,0.31,1.6,new,7.5,0.64,5
5355,102.0,17.0,50.0,3.35,7.1,10.5,0.9978,0.36,6.1,new,7.5,0.8,5
5357,95.0,30.0,30.5,3.22,4.7,11.5,0.99158,0.38,1.4,old,7.5,0.52,7
5358,127.0,34.0,28.000000000000004,3.48,5.2,10.5,0.9929,0.29,1.6,old,6.4,0.56,7
5361,204.0,55.0,29.0,3.16,4.6,9.6,0.99745,0.26,13.1,old,6.2,0.41,6
5362,213.0,45.0,30.0,3.18,4.5,9.2,0.9991,0.42,14.3,old,7.7,0.63,5
5363,179.0,22.0,27.0,3.37,4.4,10.2,0.9962,0.2,14.95,old,5.8,0.37,5
5364,110.0,45.0,15.0,3.15,5.8,9.7,0.9978,0.29,16.4,old,7.0,0.37,6
5365,197.0,32.0,18.0,3.13,5.5,9.0,1.0002,0.31,17.3,old,7.3,0.46,6
5369,58.0,19.0,56.00000000000001,3.18,7.9,10.1,0.9991,0.24,2.2,new,10.0,0.56,6
5370,94.0,21.0,34.0,3.29,2.9,12.3,0.991,0.46,4.7,old,6.1,0.62,6
5371,83.0,26.0,24.0,3.25,3.4000000000000004,12.3,0.98928,0.28,1.1,old,6.5,0.33,6
5372,25.0,11.0,40.0,3.42,6.9,10.1,0.9955,0.16,1.8,new,6.1,0.74,7
5373,86.0,29.0,53.0,3.16,2.9,9.1,0.993,0.24,0.8,old,7.1,0.32,4
5374,49.0,19.0,50.0,3.35,8.5,9.5,0.9958,0.04,1.5,new,6.9,0.78,5
5375,166.0,42.0,25.0,3.25,4.9,10.4,0.992,0.19,2.4,old,5.6,0.43,6
5376,145.0,22.0,34.0,3.15,4.1,9.9,0.9943,0.19,5.8,old,6.3,0.63,5
5377,155.0,54.0,29.0,3.27,3.5000000000000004,12.9,0.98976,0.54,5.7,old,5.0,0.34,8
5378,182.0,45.0,23.0,3.08,3.6000000000000005,9.6,0.9967,0.49,10.0,old,7.6,0.58,6
5380,176.0,13.0,34.0,3.14,5.6,9.7,0.9946,0.34,1.6,old,8.9,0.47,5
5381,141.0,22.0,32.0,3.36,4.3,10.4,0.9937,0.12,6.6,old,5.3,0.6,6
5382,142.0,41.0,20.0,3.43,4.7,10.1,0.9934,0.31,1.4,old,7.6,0.53,6
5385,8.0,3.0,37.0,3.27,8.0,11.0,0.99817,0.65,6.4,new,8.6,0.58,5
5386,142.0,29.0,23.0,3.36,3.5000000000000004,10.1,0.9942,0.21,5.1,old,6.3,0.33,7
5388,130.0,45.0,40.0,3.31,3.1,11.75,0.99072,0.25,3.9,old,5.3,0.58,7
5389,52.0,10.0,71.5,3.23,8.9,9.5,0.9968,0.15,1.8,new,8.3,0.77,5
5390,216.0,35.5,26.0,3.31,7.9,9.5,0.9956,0.26,4.0,old,6.7,0.68,5
5391,113.0,31.0,26.0,3.37,3.2,12.9,0.9903,0.49,2.2,old,7.1,0.42,9
5392,143.0,35.0,31.0,3.14,5.2,9.0,0.9959,0.32,7.6,old,6.8,0.38,5
5393,87.0,32.0,13.0,3.47,4.5,11.2,0.99175,0.28,0.9,old,6.4,0.52,6
5394,86.0,15.0,13.0,2.98,3.3000000000000003,11.2,0.99044,0.25,1.1,old,8.0,0.39,8
5395,119.0,20.0,22.0,3.17,4.1,11.2,0.99296,0.32,5.8,old,6.9,0.55,6
5396,70.0,26.0,83.0,3.16,8.6,9.9,0.9981,0.37,2.6,new,10.6,0.52,5
5397,100.0,13.0,56.00000000000001,3.26,8.3,9.9,0.99586,0.26,2.0,new,7.2,0.52,5
5398,139.0,44.0,28.000000000000004,3.32,4.0,10.2,0.9956,0.26,8.8,old,6.5,0.37,6
5400,129.0,47.0,18.0,3.28,3.9,10.3,0.99678,0.41,14.2,old,6.5,0.72,7
5403,175.0,35.0,26.0,3.38,4.3,11.6,0.9918,0.29,2.2,old,6.3,0.43,6
5404,153.0,31.0,28.000000000000004,3.27,5.8,9.7,0.9966,0.41,4.9,old,7.9,0.51,6
5405,126.0,17.0,55.50000000000001,3.24,5.3,9.1,0.9943,0.26,4.5,old,5.8,0.46,5
5406,111.0,25.0,22.0,3.03,3.1,11.8,0.98966,0.4,1.85,old,6.1,0.3,7
5408,83.0,25.0,20.0,3.03,3.6000000000000005,11.7,0.99088,0.2,1.4,old,7.8,0.46,6
5409,154.0,39.0,23.0,3.21,4.3,10.2,0.99226,0.2,2.0,old,5.8,0.39,6
5410,163.0,45.0,22.0,3.21,4.4,8.6,1.0003,0.42,14.6,old,8.0,0.69,7
5411,73.0,21.0,12.0,3.17,4.4,12.9,0.98896,0.33,2.9,old,5.6,0.32,8
5412,193.0,32.0,38.0,3.04,4.1,10.0,0.99624,0.42,11.8,old,7.1,0.49,6
5416,101.0,18.0,32.0,3.21,3.7000000000000006,11.7,0.9912,0.33,2.4,old,7.8,0.65,7
5417,18.0,7.0,36.0,3.04,15.2,9.4,0.9986,0.6,2.2,new,10.6,1.06,5
5419,42.0,9.0,76.5,3.1,6.4,9.4,0.9963,0.22,2.3,new,8.7,0.55,5
5421,118.0,31.0,15.0,3.43,5.9,9.0,0.9956,0.33,4.7,old,6.8,0.39,7
5423,224.0,41.0,16.0,3.38,5.4,10.1,0.9966,0.26,7.1,old,7.2,0.55,5
5424,18.0,12.0,57.99999999999999,3.32,8.8,10.5,0.99568,0.01,1.8,new,7.7,0.56,7
5425,94.0,29.0,26.0,3.07,4.1,12.0,0.98978,0.32,1.2,old,7.3,0.45,6
5426,177.0,54.0,35.0,3.17,4.4,8.9,0.9991,0.29,14.4,old,6.6,0.58,6
5427,47.0,18.0,41.0,3.37,6.6000000000000005,10.4,0.9956,0.24,1.8,new,7.4,0.62,5
5428,136.0,35.0,19.0,3.38,2.7,11.0,0.99248,0.27,1.6,old,7.3,0.54,7
5429,149.0,29.0,15.0,2.96,5.1,9.0,0.99792,0.28,14.7,old,7.0,0.39,7
5432,46.0,12.0,50.0,3.43,8.2,10.7,0.9985,0.39,2.6,new,8.0,0.62,6
5433,92.0,30.0,24.0,3.1,3.2,10.9,0.9914,0.28,1.9,old,7.2,0.39,6
5434,37.0,16.0,62.0,3.31,8.8,10.7,0.9972,0.33,2.7,new,8.0,0.58,6
5435,12.0,6.0,33.0,3.35,4.2,10.7,0.99542,0.44,1.5,new,8.1,0.61,5
5436,168.0,13.0,20.0,3.17,2.8,11.5,0.99203,0.28,1.6,old,7.2,1.06,6
5439,19.0,6.0,40.0,3.27,9.7,11.7,0.9986,0.53,6.7,new,9.9,0.82,7
5441,119.0,57.0,36.0,3.28,1.8000000000000005,12.7,0.9898,0.34,4.2,old,6.9,0.36,9
5442,122.0,31.0,13.0,3.47,5.6,10.5,0.9945,0.3,5.0,old,7.0,0.42,6
5443,211.0,32.0,20.0,3.31,5.3,10.4,0.99587,0.31,7.4,old,7.1,0.59,6
5447,120.0,12.0,26.0,3.18,6.1,10.4,0.99192,0.38,1.5,old,7.2,0.46,5
5448,80.0,26.0,59.5,3.36,4.2,9.3,0.9932,0.1,2.8,old,5.4,0.38,5
5450,95.0,9.0,24.0,3.09,3.2,11.1,0.992,0.4,4.3,old,7.4,0.39,6
5451,151.0,45.0,40.0,3.2,5.5,9.2,0.99626,0.24,8.5,old,7.2,0.52,5
5453,126.0,15.0,23.0,3.02,4.2,11.2,0.9934,0.74,3.2,old,8.8,0.51,6
5455,204.0,52.0,32.0,3.1,5.0,8.8,0.998,0.24,13.1,old,7.1,0.49,5
5457,119.0,4.0,30.0,3.18,4.8,12.1,0.99084,0.34,1.2,old,7.7,0.34,6
5458,128.0,35.0,44.0,3.07,4.1,13.5,0.9896,0.37,2.7,old,7.1,0.43,7
5459,118.0,38.0,16.0,3.19,3.8,10.7,0.99449,0.32,8.75,old,6.4,0.41,5
5460,138.0,21.0,21.0,3.05,5.7,10.9,0.99176,0.39,2.0,old,7.9,0.52,5
5461,133.0,38.0,39.0,3.18,2.0,12.0,0.99212,0.34,7.4,old,6.8,0.44,7
5462,150.0,28.0,24.5,3.13,4.9,9.3,0.9927,0.33,1.1,old,5.7,0.42,5
5464,152.0,36.0,26.0,3.28,3.4000000000000004,9.5,0.9972,0.21,12.5,old,5.9,0.43,6
5465,173.0,39.0,26.0,3.19,4.0,11.4,0.9918,0.31,1.6,old,7.3,0.51,6
5466,165.0,46.0,30.0,3.02,3.9,8.7,0.9982,0.74,13.5,old,7.3,0.4,5
5467,51.0,27.0,43.0,3.49,8.2,10.4,0.99634,0.17,1.8,new,7.1,0.64,5
5469,12.0,5.0,111.5,3.54,8.6,11.2,0.9958,0.1,3.1,new,7.5,0.6,4
5470,91.0,14.0,23.0,3.17,6.6000000000000005,9.7,0.99488,0.4,5.2,old,7.6,0.8,5
5471,109.0,31.0,20.0,3.23,4.4,9.4,0.9949,0.25,4.5,old,7.2,0.36,5
5472,155.0,45.0,19.0,2.94,5.7,8.8,0.99807,0.27,13.9,old,7.3,0.41,8
5473,118.0,48.0,27.0,3.04,4.4,10.0,0.99726,0.24,12.6,old,7.1,0.56,7
5474,26.0,17.0,50.0,3.4,6.0,9.8,0.9952,0.01,1.5,new,6.6,0.58,6
5475,95.0,19.0,23.0,3.17,4.3,10.7,0.99207,0.3,1.7,old,6.8,0.46,7
5477,69.0,30.0,61.0,3.22,9.4,10.0,0.99787,0.19,4.0,new,8.8,0.5,6
5478,102.0,21.0,50.0,3.39,8.2,9.5,0.996,0.17,1.6,new,7.8,0.48,5
5479,37.0,9.0,46.0,3.66,11.4,9.8,0.99732,0.14,2.4,new,6.5,0.65,5
5480,88.0,11.5,32.0,3.24,5.0,9.5,0.9946,0.26,1.2,old,8.0,0.37,4
5481,14.0,6.0,81.0,3.51,7.000000000000001,10.8,0.99562,0.05,2.0,new,6.8,0.66,6
5482,12.0,6.0,28.000000000000004,3.26,9.3,12.4,0.99408,0.48,2.1,new,8.3,0.62,7
5483,197.0,41.0,26.0,3.02,7.400000000000001,9.8,0.998,0.21,16.2,old,8.5,0.5,3
5484,155.0,17.0,32.0,3.22,4.9,10.0,0.9927,0.5,2.6,old,5.7,0.64,6
5485,164.0,45.0,27.0,3.03,3.6000000000000005,11.0,0.9939,0.36,7.0,old,7.5,0.33,5
5486,112.0,44.0,20.0,2.97,4.7,8.8,0.99837,0.24,13.8,old,5.7,0.66,6
5487,134.0,31.0,28.000000000000004,3.19,3.6000000000000005,13.0,0.99408,0.27,15.5,old,6.0,0.44,7
5488,138.0,53.0,14.000000000000002,3.38,3.4000000000000004,11.5,0.99084,0.31,1.2,old,6.4,0.35,7
5490,28.0,12.0,70.5,3.51,9.2,10.0,0.9994,0.12,2.6,new,8.3,0.72,5
5491,180.0,50.0,22.0,3.44,5.5,9.8,0.9984,0.3,13.6,old,6.8,0.39,5
5492,125.0,24.0,28.000000000000004,3.36,3.7000000000000006,12.8,0.98986,0.34,2.2,old,5.8,0.33,8
5493,181.0,67.0,28.000000000000004,3.31,4.2,10.2,0.99435,0.19,5.4,old,6.4,0.35,6
5495,67.0,45.0,25.0,3.44,7.1,10.2,0.99769,0.34,2.0,new,9.1,0.86,7
5497,81.0,26.0,21.0,3.31,3.5000000000000004,11.4,0.9902,0.25,1.1,old,5.7,0.52,6
5498,67.0,13.0,26.0,3.05,3.9,10.9,0.9915,0.29,1.4,old,6.6,0.49,6
5499,142.0,37.0,36.5,3.46,4.1,9.9,0.997,0.08,13.5,old,5.2,0.39,6
5500,143.0,28.0,23.0,3.3,3.6000000000000005,10.3,0.99256,0.25,1.6,old,6.7,0.54,6
5501,141.0,50.0,29.0,3.13,4.8,10.3,0.9949,0.28,9.3,old,7.1,0.49,6
5502,234.0,67.0,42.0,3.23,5.4,9.0,0.99848,0.46,9.7,old,6.7,0.5,5
5504,115.0,66.0,63.0,3.22,23.5,9.5,0.99787,0.33,6.7,new,6.9,0.56,5
5505,142.0,40.0,40.0,3.14,4.3,8.7,0.9975,0.56,11.2,old,6.9,0.46,5
5506,66.0,34.0,45.0,3.15,8.1,9.8,0.99726,0.38,2.5,new,9.8,0.58,5
5507,48.0,23.0,54.0,3.41,8.8,9.2,0.9981,0.26,2.0,new,7.8,0.74,6
5509,177.0,32.0,28.000000000000004,3.27,5.9,9.0,1.0004,0.46,15.4,old,8.1,0.58,4
5510,144.0,29.0,23.0,3.33,5.7,10.2,0.99756,0.29,14.45,old,6.6,0.54,6
5511,142.0,38.0,40.0,3.22,8.5,9.4,0.9978,0.49,2.5,new,9.3,0.55,5
5512,124.0,28.0,27.0,3.2,3.5000000000000004,10.4,0.997,0.45,10.6,old,9.1,0.46,9
5513,164.0,19.0,55.00000000000001,3.26,3.6000000000000005,12.2,0.99269,0.05,8.0,old,7.0,0.46,6
5514,187.0,42.0,35.0,3.27,6.2,9.1,1.0002,0.31,17.95,old,7.4,0.64,5
5515,15.0,8.0,72.5,3.26,7.6,9.6,0.99508,0.04,1.5,new,7.5,0.53,5
5516,132.0,20.0,22.0,3.22,6.4,9.2,0.9938,0.27,1.5,old,6.2,0.46,6
5518,160.0,28.0,31.0,3.13,6.9,9.8,0.9954,0.26,7.4,old,7.0,0.46,6
5520,85.0,27.0,49.0,3.41,7.400000000000001,9.0,0.99706,0.33,1.9,new,7.6,0.58,5
5521,153.0,27.0,20.0,3.19,4.5,9.0,0.9964,0.43,7.8,old,7.4,0.55,7
5522,178.0,44.0,14.000000000000002,3.45,4.1,9.2,0.9954,0.28,1.8,old,7.9,0.43,6
5525,160.0,59.0,26.0,3.22,4.4,10.0,0.996,0.74,7.5,old,7.8,0.64,6
5526,138.0,44.0,22.0,3.3,5.0,8.8,1.0001,0.25,17.1,old,6.5,0.37,5
5527,135.0,54.0,22.0,3.21,3.5000000000000004,10.7,0.99481,0.25,12.1,old,6.1,0.4,5
5529,152.0,56.0,25.0,3.16,5.2,10.5,0.99398,0.4,5.7,old,6.0,0.88,6
5530,17.0,5.0,37.0,3.17,8.5,10.6,0.99683,0.34,2.4,new,10.1,0.65,7
5531,133.0,5.0,23.0,3.23,4.7,11.4,0.993,0.4,1.6,old,6.8,0.7,6
5532,193.0,63.0,36.0,3.06,5.4,8.6,0.99864,0.54,13.3,old,7.3,0.49,4
5533,171.0,33.0,34.0,3.14,5.9,8.7,0.99769,0.25,12.1,old,6.2,0.56,6
5534,69.0,18.0,41.0,3.08,46.7,9.3,0.9973,0.68,1.7,new,7.8,1.31,5
5536,68.0,20.0,34.0,3.36,3.1,11.2,0.9906,0.1,1.3,old,5.6,0.51,7
5538,123.0,28.0,16.0,3.27,3.4000000000000004,11.4,0.9915,0.25,1.3,old,7.1,0.55,6
5539,100.0,23.0,44.0,3.17,3.3000000000000003,12.7,0.99117,0.26,4.45,old,7.9,0.52,6
5540,78.0,14.0,25.0,2.94,2.8,11.5,0.99238,0.28,7.25,old,7.4,0.37,7
5541,133.0,27.0,56.00000000000001,3.2,3.4000000000000004,9.1,0.99675,0.22,8.9,old,6.6,0.51,5
5542,179.0,50.0,32.0,3.28,5.1,8.9,0.9955,0.22,1.7,old,7.4,0.69,5
5543,187.0,39.0,39.0,3.41,3.8,10.8,0.99325,0.26,2.7,old,6.0,0.5,6
5544,146.0,20.0,34.0,3.06,5.1,9.1,0.99834,0.31,16.4,old,6.7,0.54,5
5545,170.0,96.0,17.0,3.38,4.5,11.8,0.99035,0.34,1.8,old,5.8,0.9,8
5549,115.0,37.0,27.0,3.09,5.9,9.8,0.99328,0.29,2.5,old,7.6,0.37,5
5550,208.0,35.0,28.000000000000004,3.57,5.7,10.2,0.9973,0.37,7.0,old,6.8,0.55,5
5551,154.0,53.0,22.0,3.02,3.7000000000000006,10.6,0.9951,0.49,9.6,old,8.2,0.33,6
5552,95.0,44.0,11.0,3.2,5.3,9.8,0.99676,0.26,14.8,old,6.7,0.35,6
5553,182.0,42.0,19.0,3.18,3.9,9.9,0.996,0.26,8.9,old,7.8,0.46,6
5555,151.0,27.0,16.0,3.2,4.7,10.1,0.9937,0.41,1.9,old,7.6,0.53,6
5557,99.0,29.0,34.0,3.1,3.4000000000000004,12.3,0.99031,0.24,3.3,old,6.6,0.4,7
5558,47.0,6.0,47.0,3.3,8.5,12.7,1.0021,0.49,4.3,new,13.0,0.68,6
5559,27.0,13.0,71.5,3.57,5.3,11.9,0.99362,0.1,2.6,new,6.1,0.5,5
5560,21.0,5.0,67.0,3.39,18.6,9.5,0.996,0.12,1.6,new,7.4,0.54,5
5561,168.0,60.0,30.0,3.1,4.1,9.8,0.99659,0.33,12.8,old,6.8,0.56,5
5562,73.0,17.0,34.0,3.08,2.6,10.8,0.9921,0.27,1.2,old,9.2,0.39,5
5563,46.0,9.0,39.0,3.41,7.400000000000001,9.4,0.9962,0.31,2.4,new,7.3,0.54,6
5565,145.0,31.0,24.0,3.36,4.6,9.5,0.9983,0.33,12.3,old,6.7,0.4,5
5567,19.0,6.0,62.0,3.22,8.6,13.4,0.9988,0.67,5.2,new,11.3,0.69,8
5568,168.0,33.0,16.0,2.9,5.6,8.7,0.99825,0.3,13.7,old,7.4,0.44,7
5570,140.0,23.0,16.0,3.06,6.5,11.4,0.99134,0.32,1.4,old,7.4,0.47,6
5571,84.0,8.0,44.5,3.25,4.0,10.8,0.9938,0.56,1.0,old,7.8,0.43,5
5572,16.0,10.0,54.0,3.43,8.1,11.5,0.99479,0.09,2.0,new,7.0,0.59,6
5574,115.0,33.0,41.0,3.12,3.5000000000000004,12.89333333,0.9901,0.24,5.4,old,6.7,0.44,7
5575,123.0,17.0,32.0,3.36,2.7,13.9,0.98936,0.2,2.6,old,5.8,0.78,7
5576,27.0,19.0,29.0,3.28,8.4,11.9,0.99545,0.42,1.6,new,10.8,0.73,6
5577,180.0,51.0,32.0,3.13,4.6,8.9,0.9958,0.15,8.1,old,6.9,0.45,5
5578,26.0,6.0,37.0,3.18,8.2,9.5,0.998,0.52,2.0,new,9.5,0.51,5
5579,106.0,34.0,10.5,3.54,5.1,9.2,0.998,0.32,12.4,old,6.7,0.45,6
5580,160.0,32.0,29.0,3.14,4.2,10.7,0.9944,0.26,6.5,old,7.6,0.47,5
5581,128.0,38.0,44.0,3.37,3.9,10.2,0.9985,0.04,18.6,old,5.0,0.57,6
5585,208.0,49.0,27.0,3.31,3.9,9.5,0.9976,0.39,7.8,old,8.2,0.51,6
5587,176.5,61.0,35.0,2.97,5.6,8.8,0.99803,0.48,12.4,old,7.5,0.52,5
5588,238.5,50.5,30.0,3.32,6.1,9.5,0.9958,0.23,4.6,old,6.8,0.6,5
5589,128.0,45.0,17.0,3.16,5.2,10.0,0.99388,0.26,7.4,old,6.6,0.37,6
5591,68.0,28.0,28.000000000000004,3.36,8.1,11.2,0.99501,0.44,1.8,new,8.0,0.66,5
5593,195.0,52.0,26.0,3.23,5.1,10.9,0.9928,0.27,1.9,old,7.8,0.5,6
5594,132.0,51.0,11.0,3.18,4.2,11.3,0.99059,0.42,1.1,old,6.8,0.74,7
5595,168.0,33.0,22.0,3.12,4.2,9.2,0.9958,0.72,6.8,old,6.5,0.36,6
5596,117.0,31.0,34.0,3.27,4.0,9.2,0.99815,0.28,11.0,old,7.7,0.29,6
5597,116.0,21.0,29.0,3.14,4.0,9.2,0.99736,0.18,15.0,old,6.4,0.5,5
5598,90.0,47.0,22.0,3.22,3.4000000000000004,12.6,0.98862,0.28,1.1,old,6.0,0.38,6
5599,114.0,28.0,27.500000000000004,3.38,3.8,11.0,0.99313,0.24,7.4,old,5.3,0.51,6
5600,64.0,10.0,15.0,3.35,2.9,10.1,0.9932,0.29,1.3,old,7.7,0.39,5
5602,48.0,22.0,39.0,3.3,6.6000000000000005,11.5,0.99494,0.44,2.6,new,7.2,0.84,6
5603,89.0,22.0,12.0,3.29,5.8,9.2,0.9966,0.32,7.2,old,7.0,0.38,6
5604,153.0,37.0,78.5,3.21,12.2,9.3,0.9969,0.52,2.0,new,8.1,0.69,5
5605,121.0,16.0,34.0,3.36,3.8,12.6,0.99198,0.25,4.8,old,6.6,0.71,6
5606,23.0,9.0,68.0,3.38,7.000000000000001,10.3,0.99546,0.21,2.1,new,6.8,0.6,5
5608,157.0,42.0,16.0,3.35,4.3,10.5,0.99455,0.31,5.3,old,6.4,0.47,5
5612,164.5,60.5,26.0,3.06,4.7,9.1,0.9984,0.53,12.7,old,7.3,0.45,6
5615,24.0,10.0,30.0,3.27,6.800000000000002,11.7,0.99523,0.41,2.0,new,9.1,0.85,7
5616,179.0,44.0,24.0,2.86,7.000000000000001,8.9,0.99666,0.3,10.2,old,6.7,0.46,6
5618,131.0,38.0,33.0,3.19,3.2,13.0,0.9889,0.28,1.2,old,6.8,0.41,6
5619,20.0,12.0,52.0,3.26,6.0,11.8,0.99474,0.4,2.2,new,7.5,0.64,6
5620,17.0,5.0,46.0,3.21,6.4,11.0,0.9988,0.49,6.3,new,9.5,0.73,6
5621,110.0,15.0,23.0,3.15,4.6,9.2,0.99828,0.25,17.3,old,6.5,0.42,6
5622,174.0,38.0,24.0,3.03,5.0,9.0,0.9983,0.34,15.4,old,7.3,0.42,6
5624,125.0,24.0,32.0,3.17,3.9,12.2,0.9918,0.35,1.5,old,7.0,0.64,6
5625,50.0,11.0,61.0,3.4,8.4,10.2,0.9972,0.3,2.1,new,8.3,0.61,6
5626,135.0,36.0,20.0,3.8,5.2,10.8,0.99374,0.24,1.7,old,6.3,0.66,6
5627,50.0,19.0,42.0,3.72,6.0,14.0,0.9917,0.24,2.0,new,5.0,0.74,8
5628,164.0,54.0,14.499999999999998,3.56,4.8,10.8,0.9946,0.49,5.4,old,6.4,0.44,6
5629,150.0,60.0,13.0,2.96,5.6,9.4,0.99548,0.57,6.6,old,6.7,0.43,6
5630,74.0,30.0,77.0,3.3,8.2,10.4,0.99865,0.12,2.9,new,9.6,0.64,6
5631,49.0,21.0,37.0,3.57,7.400000000000001,9.8,0.9974,0.25,1.9,new,6.4,0.62,6
5633,148.0,59.0,16.0,3.44,3.3000000000000003,11.4,0.9914,0.4,1.6,old,6.3,0.53,5
5634,177.0,21.0,30.0,3.2,4.2,11.4,0.99166,0.28,2.2,old,7.0,0.57,5
5635,67.0,28.0,31.0,2.96,3.9,11.0,0.99328,0.21,5.6,old,8.7,0.52,4
5637,133.0,42.0,34.0,3.25,3.1,12.5,0.99076,0.37,6.2,old,5.2,0.41,6
5639,89.0,28.0,43.0,3.22,9.5,10.0,0.9984,0.33,2.7,new,10.0,0.68,5
5641,100.0,37.0,30.0,3.3,2.9,11.8,0.9905,0.16,4.2,old,5.3,0.36,8
5642,139.0,46.0,27.0,3.04,3.7000000000000006,11.6,0.99116,0.49,3.8,old,7.7,0.38,6
5646,33.0,6.0,63.0,3.09,7.7,9.4,0.9974,0.24,2.4,new,9.9,0.57,5
5647,146.0,41.0,21.0,3.3,4.2,8.7,1.0001,0.27,18.15,old,6.8,0.36,5
5649,124.0,40.0,33.0,3.18,3.2,11.0,0.99114,0.18,4.6,old,5.0,0.4,6
5650,21.0,9.0,39.0,3.39,8.6,11.6,0.99526,0.42,2.0,new,7.8,0.66,6
5651,101.0,28.0,24.0,3.03,4.4,12.5,0.99035,0.33,1.2,old,8.0,0.43,6
5652,100.0,10.0,35.0,3.19,5.3,10.9,0.9959,0.67,8.3,old,7.3,0.5,5
5653,59.0,15.0,60.0,3.3,6.9,9.4,0.9964,0.06,1.6,new,7.9,0.46,5
5654,74.0,12.0,59.0,3.14,8.9,9.4,0.99738,0.18,2.9,new,8.8,0.54,5
5655,88.0,20.0,35.0,3.15,9.2,9.4,0.99918,0.45,2.5,new,10.0,0.43,5
5656,98.0,41.0,12.0,3.19,3.9,9.8,0.99564,0.29,10.3,old,7.0,0.38,8
5657,182.0,41.0,54.0,3.35,5.5,10.4,0.9986,0.21,16.3,old,6.6,0.54,6
5659,149.0,45.0,24.0,3.23,5.3,9.3,0.99545,0.22,7.9,old,6.2,0.52,5
5660,43.0,16.0,41.0,3.48,8.8,9.1,0.998,0.49,2.0,new,7.6,0.64,5
5662,72.0,23.0,13.0,3.1,5.2,11.5,0.98974,0.36,1.6,old,6.0,0.5,7
5663,163.0,29.0,28.000000000000004,3.44,4.1,10.5,0.9952,0.29,6.9,old,7.7,0.6,6
5664,141.0,22.0,25.0,3.26,5.4,10.4,0.99338,0.34,3.0,old,6.6,0.47,6
